title,directedBy,starring,imdbId,item_id
That Man from Rio (1964),Philippe de Broca,"Jean-Paul Belmondo, Françoise Dorléac, Adolfo Celi",0058203,57692
"Clean, Shaven (1993)",Lodge Kerrigan,"Peter Greene, Megan Owen, Jennifer MacDonald",0106579,57695
Rise of the Footsoldier (2007),Julian Gilbey,"Ricci Harnett, Terry Stone, Craig Fairbrass",0901507,57843
Teeth (2007),Mitchell Lichtenstein,"Jess Weixler, John Hensley, Hale Appleman, Ashley Springer, Josh Pais",0780622,57910
Visiting Hours (1982),Jean-Claude Lord,"Michael Ironside, Lee Grant, Linda Purl",0083296,57940
"Shout, The (1978)",Jerzy Skolimowski,"Alan Bates, Susannah York, John Hurt, Robert Stephens, Tim Curry",0078259,58007
It's a Free World... (2007),Ken Loach,"Kierston Wareing, Juliet Ellis",0807054,58029
Street Thief (2006),Malik Bader,"Malik Bader, Wesley Walker",0872224,58084
Jodhaa Akbar (2008),Ashutosh Gowariker,"Hrithik Roshan, Aishwarya Rai",0449994,58111
Il Mare (Siworae) (2000),Hyun-seung Lee,"Jung-Jae Lee, Gianna Jun, Mu-saeng Kim	",0282599,58123
Please Vote for Me (2007),Weijun Chen,"Luo Lei, Cheng Cheng, Xu Xiaofei",1097256,58185
Taxi to the Dark Side (2007),Alex Gibney,Alex Gibney,0854678,58191
Grace Is Gone (2007),James C. Strouse,"John Cusack, Alessandro Nivola",0772168,58246
"Bank Job, The (2008)",Roger Donaldson,"Jason Statham, Saffron Burrows, Daniel Mays, James Faulkner",0200465,58295
Doomsday (2008),Neil Marshall,"Rhona Mitra, Bob Hoskins, Alexander Siddig",0483607,58297
Funny Games U.S. (2007),Michael Haneke,"Naomi Watts, Tim Roth, Michael Pitt, Brady Corbet, Devon Gearhart",0808279,58301
"Counterfeiters, The (Die Fälscher) (2007)",Stefan Ruzowitzky,"Karl Markovics, August Diehl, Devid Striesow",0813547,58303
"Love Guru, The (2008)",Marco Schnabel,"Mike Myers, Justin Timberlake, Jessica Alba, Verne Troyer, Ben Kingsley",0811138,58315
Hallam Foe (Mister Foe) (2007),David Mackenzie,"Jamie Bell, Sophia Myles, Claire Forlani, Ciarán Hinds, Ewen Bremner, Jamie Sives",0466816,58334
Penelope (2006),Mark Palansky,"Richard E. Grant, Catherine O'Hara, Christina Ricci, Simon Woods, Peter Dinklage, Burn Gorman, James McAvoy, Nick Frost, Rubria Negrao, Reese Witherspoon, Russell Brand, Martin McDougall",0472160,58347
Jellyfish (Meduzot) (2007),"Shira Gefen, Etgar Keret","Sarah Adler, Assi Dayan, Tsipor Aizen",0807721,58381
Heima (2007),Dean DeBlois,,1094594,58425
"Little Trip to Heaven, A (2005)",Baltasar Kormákur,"Forest Whitaker, Peter Coyote, Julia Stiles",0420740,58434
Downhill Racer (1969),Michael Ritchie,"Robert Redford, Gene Hackman",0064253,58439
Miss Pettigrew Lives for a Day (2008),Bharat Nalluri,"Frances McDormand, Amy Adams, Ciarán Hinds, Lee Pace, Mark Strong",0970468,58490
Snow Angels (2007),David Gordon Green,"Kate Beckinsale, Deborah Allen, Griffin Dunne, Sam Rockwell, Amy Sedaris",0453548,58492
Married Life (2007),Ira Sachs,"Pierce Brosnan, Chris Cooper, Patricia Clarkson, Rachel McAdams",0804505,58494
"Class, The (Klass) (2007)",Ilmar Raag,"Vallo Kirs, Pärt Uusberg, Lauri Pedaja, Paula Solvak, Mikk Mägi, Riina Ries",0988108,58554
"Dark Knight, The (2008)",Christopher Nolan,"Christian Bale, Aaron Eckhart, Heath Ledger, Michael Caine, Maggie Gyllenhaal, Gary Oldman, Morgan Freeman, Cillian Murphy, Nestor Carbonell, Eric Roberts, Anthony Michael Hall, Keith Szarabajka, Michael Jai White, William Fichtner, Tommy 'Tiny' Lister",0468569,58559
"Terror's Advocate (Avocat de la terreur, L') (2007)",Barbet Schroeder,Jacques Vergès,1032854,58632
Napoléon (1927),Abel Gance,"Albert Dieudonné, Vladimir Roudenko, Edmond Van Daële, Alexandre Koubitzky, Antonin Artaud",0018192,58649
"Under the Same Moon (Misma luna, La) (2007)",Patricia Riggen,"Kate del Castillo, Adrian Alonso, Eugenio Derbez, America Ferrera",0796307,58706
Alatriste (2006),Agustín Díaz Yanes,"Viggo Mortensen, Elena Anaya,  Unax Ugalde, Eduard Fernández",0395119,58743
Promised Land (Ziemia Obiecana) (1975),Andrzej Wajda,"Daniel Olbrychski, Wojciech Pszoniak",0072446,58774
Stop-Loss (2008),Kimberly Peirce,"Ryan Phillippe, Joseph Gordon-Levitt, Rob Brown, Channing Tatum, Victor Rasuk, Timothy Olyphant, Josef Sommer, Linda Emond, Ciarán Hinds, Mamie Gummer, Abbie Cornish, Alex Frost, Laurie Metcalf, Steven Strait, Margo Martindale",0489281,58876
Black Peter (Cerný Petr) (1964),Milos Forman,"Ladislav Jakim, Pavla Martinkova, Jan Vostrcil, Vladimír Pucholt, Pavel Sedlacek",0056919,58895
"Aerial, The (La antena) (2007)",Esteban Sapir,"Alejandro Urdapilleta, Valeria Bertuccelli",0454065,58898
Inside (À l'intérieur) (2007),"Alexandre Bustillo, Julien Maury","Béatrice Dalle, Alysson Paradis, Nathalie Roussel, François-Régis Marchasson, Jean-Baptiste Tabourin",0856288,58964
"Ruins, The (2008)",Carter Smith,"Shawn Ashmore, Jena Malone, Jonathan Tucker",0963794,58975
Forgetting Sarah Marshall (2008),Nicholas Stoller,"Jason Segel, Kristen Bell, Mila Kunis, Russell Brand, Bill Hader, Maria Thayer, Jack McBrayer, Taylor Wily, Da'Vone McDonald, Steve Landesberg, Paul Rudd, Jonah Hill, Kala Alexander, Branscombe Richmond, William Baldwin, Jason Bateman, June Diane Raphael, Carla Gallo, Gedde Watanabe, Kristen Wiig",0800039,58998
Superhero Movie (2008),Craig Mazin,"Drake Bell, Leslie Nielsen, Sara Paxton, Christopher McDonald, Kevin Hart, Marion Ross, Ryan Hansen, Keith David, Brent Spiner, Robert Joy, Jeffrey Tambor, Robert Hays, Nicole Sullivan, Tracy Morgan, Regina Hall, Craig Bierko, Simon Rex, Dan Castellaneta, Pamela Anderson, Miles Fisher, Michael Papajohn, John Getz, Kent Shocknek, Kurt Fuller, Ian Patrick Williams, Elisabeth Noone, Aki Aleong, Ajay Mehta, Kimberly 'Lil' Kim' Jones",0426592,59014
Street Kings (2008),David Ayer,"Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans, Cedric the Entertainer, Jay Mohr, Terry Crews, Naomie Harris, Common, Martha Higareda, John Corbett, The Game, Noel Gugliemi",0421073,59016
"Visitor, The (2007)",Thomas McCarthy,"Richard Jenkins, Haaz Sleiman, Danai Jekesai Gurira, Hiam Abbass",0857191,59018
99 francs (2007),Jan Kounen,"Jean Dujardin, Jocelyn Quivrin, Patrick Mille",0875113,59026
"Life Before Her Eyes, The (2007)",Vadim Perelman,"Uma Thurman, Evan Rachel Wood, Eva Amurri",0815178,59107
"Puff, Puff, Pass (2006)",Mekhi Phifer,"Ronnie Warner, Danny Masterson, Mekhi Phifer, Ashley Scott, Terry Crews, LaVan Davis, Constance Marie, Kristen Miller, Michael Monks, John C. McGinley, Darrell Hammond, David Faustino, Mo Collins, Stephon Fuller, Paulo Costanzo, Jaleel White",0466771,59112
Virgin Territory (2007),David Leland,"Hayden Christensen, Mischa Barton, Tim Roth, Ryan Cartwright, Christopher Egan",0437954,59116
Son of Rambow (2007),Garth Jennings,"Bill Milner, Will Poulter, Jules Sitruk, Jessica Hines, Jules Sitruk",0845046,59141
Deception (2008),Marcel Langenegger,"Hugh Jackman, Ewan McGregor, Michelle Williams.",0800240,59256
Baby Mama (2008),Michael McCullers,"Amy Poehler, Tina Fey, Greg Kinnear, Dax Shepard, Romany Malco, Sigourney Weaver, Steve Martin, Maura Tierney, Stephen Mailer, Holland Taylor, James Rebhorn, Denis O'Hare, Will Forte, Fred Armisen, John Hodgman, Siobhan Fallon, Thomas McCarthy",0871426,59258
"Unknown Woman, The (La Sconosciuta) (2006)",Giuseppe Tornatore,"Kseniya Rappoport, Pierfrancesco Favino, Alessandro Haber, Claudia Gerini, Michele Placido",0494271,59260
Delirious (2006),Tom DiCillo,"Steve Buscemi, Michael Pitt, Alison Lohman, Gina Gershon, Callie Thorne, Kevin Corrigan, Richard Short, Elvis Costello, David Wain",0412637,59273
Prom Night (2008),Nelson McCormick,"Brittany Snow, Scott Porter, Ming-Na, Jessica Stroup, Dana Davis, Kelly Blatz, Johnathon Schaech, Idris Elba, Jessalyn Gilsig, Linden Ashby, Jana Kramer",0926129,59306
Iron Man (2008),Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub, Faran Tahir, Clark Gregg, Bill Smitrovich, Sayed Badreya, Paul Bettany, Jon Favreau, Peter Billingsley, Tim Guinee, Samuel L. Jackson, America Olivo",0371746,59315
Made of Honor (2008),Paul Weiland,"Kevin McKidd, Patrick Dempsey, Michelle Monaghan, Busy Philipps, Whitney Cummings, Emily Nelson, Kathleen Quinlan",0866439,59333
Redbelt (2008),David Mamet,"Chiwetel Ejiofor, Tim Allen, Emily Mortimer",1012804,59336
Mister Lonely (2007),Harmony Korine,"Diego Luna, Samantha Morton, Denis Lavant, Werner Herzog",0475984,59339
"Fall, The (2006)",Tarsem Singh,"Catinca Untaru, Justine Waddell, Lee Pace, Daniel Caltagirone, Leo Bill",0460791,59387
Stargate: The Ark of Truth (2008),Robert C. Cooper,"Ben Browder, Amanda Tapping, Christopher Judge, Michael Shanks, Beau Bridges, Claudia Black",0942903,59392
"American Crime, An (2007)",Tommy O'Haver,"Ellen Page, Hayley McFarland, Nick Searcy, Romy Rosemont, Catherine Keener, James Franco",0802948,59418
American Pie Presents Beta House (American Pie 6: Beta House) (2007),Andrew Waller,"John White, Steve Talley, Christopher McDonald, Eugene Levy",0974959,59429
Numb (2007),Harris Goldberg,"Matthew Perry, Lynn Collins, Kevin Pollak, Mary Steenburgen",0795439,59435
Reprise (2006),Joachim Trier,"Anders Danielsen Lie, Espen Klouman-Høiner, Viktoria Winge",0827517,59519
Indiana Jones and the Kingdom of the Crystal Skull (2008),Steven Spielberg,"Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf, Ray Winstone",0367882,59615
"Oxford Murders, The (2007)",Álex de la Iglesia,"Elijah Wood, John Hurt, Leonor Watling, Julie Cox",0488604,59709
Sex and the City (2008),Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis, Chris Noth",1000774,59725
"Strangers, The (2008)",Bryan Bertino,"Scott Speedman, Liv Tyler, Gemma Ward",0482606,59727
Kung Fu Panda (2008),"Mark Osborne, John Stevenson","Jack Black, Dustin Hoffman, Angelina Jolie, Ian McShane, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, Randall Duk Kim, James Hong, Dan Fogler, Michael Clarke Duncan, Wayne Knight, Kyle Gass, Laura Kightlinger, Emily Robison",0441773,59784
"FBI Story, The (1959)",Mervyn LeRoy,"James Stewart, Vera Miles",0052792,59842
"Andromeda Strain, The (2008)",Mikael Salomon,"Benjamin Bratt, Eric McCormack, Christa Miller, Daniel Dae Kim, Viola Davis, Ricky Schroder, Andre Braugher",0424600,59869
"Promotion, The (2008)",Steve Conrad,"Seann William Scott, Chris Conrad, Rick Gonzalez, Fred Armisen, Bobby Cannavale, Jenna Fischer, John C. Reilly, Lili Taylor, Gil Bellows, Masi Oka, Jason Bateman, David Moscow, Joshua Eber",0803057,59908
Warlock (1959),Edward Dmytryk,"Richard Widmark, Henry Fonda, Anthony Quinn, Dorothy Malone",0053434,59960
"Incredible Hulk, The (2008)",Louis Leterrier,"Edward Norton, Liv Tyler, Tim Roth, William Hurt, Tim Blake Nelson, Ty Burrell, Peter Mensah, Lou Ferrigno, Martin Starr, Robert Downey Jr., Stan Lee",0800080,60040
WALL·E (2008),Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin",0910970,60069
Wanted (2008),Timur Bekmambetov,"Angelina Jolie, James McAvoy, Morgan Freeman, Common, Terence Stamp, Thomas Kretschmann",0493464,60072
Hancock (2008),Peter Berg,"Will Smith, Charlize Theron, Jason Bateman, Eddie Marsan, Thomas Lennon, Johnny Galecki, Hayley Marie Norman, Akiva Goldsman, Michael Mann, Brad Leland, Nancy Grace, Atticus Shaffer, Martin Klebba, Mike Epps",0448157,60074
Get Smart (2008),Peter Segal,"Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin, Terence Stamp, Terry Crews, David Koechner, James Caan, Bill Murray, Patrick Warburton, Masi Oka, Nate Torrence, Ken Davitian, Dalip Singh, Geoff Pierson, David A. Parker, John Farley, Larry Miller, Kevin Nealon, Cedric Yarbrough, Ryan Seacrest, Phoebe Price",0425061,60126
"Penalty, The (1920)",Wallace Worsley,"Lon Chaney, Ethel Grey Terry, Charles Clary, Claire Adams",0011565,60145
Roman de gare (2007),Claude Lelouch,"Fanny Ardant, Dominique Pinon, Audrey Dana",0889652,60147
At the Death House Door (2008),"Steve James, Peter Gilbert",,0929235,60183
Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008),Alex Gibney,Hunter S. Thompson,0479468,60291
Strange Circus (Kimyô na sâkasu) (2005),Shion Sono,"Masumi Miyazaki, Issei Ishida",0492784,60303
Hour of the Gun (1967),John Sturges,"James Garner, Jason Robards, Robert Ryan",0061787,60316
Encounters at the End of the World (2008),Werner Herzog,"Ryan Andrew Evans, Werner Herzog",1093824,60333
Dante 01 (2008),Marc Caro,"Lambert Wilson, Linh Dan Pham, Dominique Pinon,  Yann Collette, Bruno Lochet",0487928,60338
Zombie Strippers! (2008),Jay Lee,"Jenna Jameson, Robert Englund, Roxy Saint, Joey Medina",0960890,60363
Roman Polanski: Wanted and Desired (2008),Marina Zenovich,Roman Polanski,1157705,60382
Mamma Mia! (2008),Phyllida Lloyd,"Meryl Streep, Pierce Brosnan, Amanda Seyfried, Colin Firth, Stellan Skarsgård, Julie Walters",0795421,60397
Ganes (2007),Jukka-Pekka Siili,"Eero Milonoff, Jussi Nikkilä, Olavi Uusivirta",0909388,60405
Towelhead (a.k.a. Nothing is Private) (2007),Alan Ball,"Aaron Eckhart, Maria Bello, Toni Collette",0787523,60482
Katyn (2007),Andrzej Wajda,"Artur Zmijewski, Maja Ostaszewska, Andrzej Chyra",0879843,60503
"Machine Girl, The (Kataude mashin gâru) (2008)",Noboru Iguchi,"Minase Yashiro, Asami, Kentaro Shimazu, Honoka, Nobuhiro Nishihara, Yûya Ishikawa, Ryôsuke Kawamura, Demo Tanaka, Nahana, Taro Suwa",1050160,60522
Just Another Love Story (Kærlighed på film) (2007),Ole Bornedal,"Anders W. Berthelsen, Rebecka Hemse, Nikolaj Lie Kaas",1024942,60566
Chinese Roulette (Chinesisches Roulette) (1976),Rainer Werner Fassbinder,"Anna Karina, Margit Carstensen, Brigitte Mira, Ulli Lommel",0074312,60585
Stargate: Continuum (2008),Martin Wood,"Ben Browder, Amanda Tapping, Christopher Judge, Michael Shanks, Beau Bridges, Claudia Black",0929629,60674
Watchmen (2009),Zack Snyder,"Jeffrey Dean Morgan, Carla Gugino, Malin Akerman, Billy Crudup, Patrick Wilson, Jackie Earle Haley, Matthew Goode, Stephen McHattie",0409459,60684
Step Brothers (2008),Adam McKay,"Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins, Adam Scott, Kathryn Hahn, Wayne Federman, Seth Rogen, Phil LaMarr, Rob Riggle, Ken Jeong, Horatio Sanz, Matt Walsh",0838283,60756
"X-Files: I Want to Believe, The (2008)",Chris Carter,"David Duchovny, Gillian Anderson, Billy Connolly, Amanda Peet, Xzibit, Mitch Pileggi",0443701,60760
"Colour of Magic, The (Terry Pratchett's The Colour of Magic) (2008)",Vadim Jean,"David Jason, Jeremy Irons, Sean Austin, Tim Curry, Brian Cox, Terry Pratchett",1079959,60816
Hogfather (Terry Pratchett's Hogfather) (2006),Vadim Jean,"David Jason, Marc Warren, Michelle Dockery, David Warner",0765458,60818
"Zone, The (La Zona) (2007)",Rodrigo Plá,"Daniel Giménez Cacho, Maribel Verdú, Alan Chávez, Daniel Tovar, Carlos Bardem",1039652,60885
Vicky Cristina Barcelona (2008),Woody Allen,"Javier Bardem, Patricia Clarkson, Penélope Cruz, Kevin Dunn, Rebecca Hall, Scarlett Johansson, Chris Messina",0497465,60950
Batman: Gotham Knight (2008),"Yasuhiro Aoki, Yuichiro Hayashi, Futoshi Higashide, Toshiyuki Kubooka, Hiroshi Morioka, Jong-Sik Nam, Shoujirou Nishimi","Kevin Conroy, Kevin Michael Richardson, Jason Marsden, Jim Meskimen",1117563,60979
"Moment to Remember, A (Nae meorisokui jiwoogae) (2004)",John H. Lee,"Woo-sung Jung, Ye-jin Son",0428870,60992
Pineapple Express (2008),David Gordon Green,"Seth Rogen, James Franco, Danny McBride, Ken Jeong, Kevin Corrigan, Craig Robinson, Gary Cole, Rosie Perez, Ed Begley Jr., Nora Dunn, Amber Heard, Joe Lo Truglio, Cleo King, Bill Hader, James Remar, Dana Lee, Bobby Lee, Eddie Rouse",0910936,61024
Red Cliff (Chi bi) (2008),John Woo,"Chen Chang, Yong Hou, Takeshi Kaneshiro, Tony Leung Chiu Wai, Fengyi Zhang",0425637,61026
"Sisterhood of the Traveling Pants 2, The (2008)",Sanaa Hamri,"America Ferrera, Alexis Bledel, Amber Tamblyn, Blake Lively",1018785,61071
Black Caesar (1973),Larry Cohen,"Fred Williamson, Gloria Hendry, Art Lund, D'Urville Martin",0069792,61116
Tropic Thunder (2008),Ben Stiller,"Ben Stiller, Jack Black, Robert Downey Jr., Steve Coogan, Nick Nolte, Jay Baruchel, Tom Cruise, Matthew McConaughey, Brandon T. Jackson, Danny McBride",0942385,61132
Mutant Chronicles (2008),Simon Hunter,"Thomas Jane, Ron Perlman, Devon Aoki, Sean Pertwee, Benno Fürmann, John Malkovich, Anna Walton, Tom Wu, Steve Toussaint, Pras, Shauna Macdonald, Roger Ashton-Griffiths",0490181,61210
13 Beloved (13 game sayawng) (2006),Chukiat Sakveerakul,"Krissada Terrence, Achita Wuthinounsurasit",0883995,61215
Waltz with Bashir (Vals im Bashir) (2008),Ari Folman,"Yehezkel Lazarov, Mickey Leon",1185616,61236
Let the Right One In (Låt den rätte komma in) (2008),Tomas Alfredson,"Kåre Hedebrant, Lina Leandersson, Per Ragnar",1139797,61240
Death Race (2008),Paul W.S. Anderson,"Jason Statham, Joan Allen, Tyrese Gibson,Natalie Martinez ",0452608,61248
Mirrors (2008),Alexandre Aja,"Kiefer Sutherland, Paula Patton, Amy Smart",0790686,61262
Fly Me to the Moon (2008),Ben Stassen,"Trevor Gagnon, Philip Bolden, David Gore",0486321,61267
Variety Lights (1950),"Federico Fellini, Alberto Lattuada","Peppino De Filippo, Carla Del Poggio, Giulietta Masina, John Kitzmiller, Dante Maggio",0042692,61279
Somers Town (2008),Shane Meadows,"Piotr Jagiello, Thomas Turgoose, Ireneusz Czop, Elisa Lasowski",1172206,61319
Burn After Reading (2008),"Ethan Coen, Joel Coen","George Clooney, Frances McDormand, Brad Pitt, John Malkovich, Tilda Swinton, Richard Jenkins, David Rasche, J.K. Simmons, Olek Krupa, Elizabeth Marvel",0887883,61323
Babylon A.D. (2008),Mathieu Kassovitz,"Vin Diesel, Michelle Yeoh, Mélanie Thierry, Gérard Depardieu, Charlotte Rampling, Mark Strong",0364970,61350
Traitor (2008),Jeffrey Nachmanoff,"Don Cheadle, Guy Pearce, David Clark, Neal McDonough",0988047,61352
College (2008),Deb Hagan,"Drake Bell, Kevin Covais, Andrew Caldwell",0844671,61354
"Women, The (2008)",Diane English,"Meg Ryan, Annette Bening, Eva Mendes, Debra Messing, Jada Pinkett Smith, Candice Bergen, Bette Midler, Cloris Leachman, Carrie Fisher, Debi Mazar",0430770,61361
Flash Point (a.k.a. Flashpoint) (Dou fo sin) (2007),Wilson Yip,"Donnie Yen, Louis Koo, Collin Chou, Ray Lui, Bingbing Fan",0992911,61493
DarkBlueAlmostBlack (Azuloscurocasinegro) (2006),Daniel Sánchez Arévalo,"Quim Gutiérrez, Marta Etura, Antonio de la Torre, Héctor Colomé, Raúl Arévalo",0452971,61646
Righteous Kill (2008),Jon Avnet,"Robert De Niro, Al Pacino, Carla Gugino, Curtis Jackson",1034331,61697
Lakeview Terrace (2008),Neil LaBute,"Samuel L. Jackson, Patrick Wilson, Kerry Washington",0947802,61705
Ladrón que roba a ladrón (2007),Joe Menendez,Fernando Colunga,0859760,61707
Ghost Town (2008),David Koepp,"Greg Kinnear, Ricky Gervais, Téa Leoni",0995039,61729
Maradona by Kusturica (2008),Emir Kusturica,"Emir Kusturica, Diego Armando Maradona",0454976,61742
Import/Export (2007),Ulrich Seidl,"Ekateryna Rak, Paul Hofmann",0459102,61816
"Crow, The: Wicked Prayer (2005)",Lance Mungia,"Edward Furlong, David Boreanaz, Tara Reid",0353324,61818
Private Parts (1972),Paul Bartel,"Ayn Ruymen, Lucille Bensen, John Ventantonio",0069124,61931
Sawdust and Tinsel (Gycklarnas afton) (1953),Ingmar Bergman,"Åke Grönberg,Harriet Andersson,Hasse Ekman,Anders Ek,Gudrun Brost,Annika Tretow",0045848,61937
100 Feet (2008),Eric Red,"Famke Janssen, Bobby Cannavale, Ed Westwick, Michael Paré, John Fallon",0899128,61948
Boot Camp (2007),Christian Duguay,"Mila Kunis, Gregory Smith, Peter Stormare, Alejandro Rae",0870204,61950
"Autumn Afternoon, An (Sanma no aji) (1962)",Yasujirô Ozu,"Chishu Ryu, Shima Iwashita, Keiji Sada, Mariko Okada, Teruo Yoshida",0056444,61967
Miracle at St. Anna (2008),Spike Lee,"Derek Luke, Michael Ealy, Laz Alonso, Omar Benson Miller, Pierfrancesco Favino, Valentina Cervi, John Turturro, Joseph Gordon-Levitt, John Leguizamo, Kerry Washington, D.B. Sweeney, Robert John Burke, Omari Hardwick, Michael Kenneth Williams, Luigi Lo Cascio, Alexandra Maria Lara, Walton Goggins, Christian Berkel, Chiara Francini, John Hawkes, Peter Frechette",1046997,61991
1984 (1956),Michael Anderson,"Edmond O'Brien, Michael Redgrave, Jan Sterling, Donald Pleasence",0048918,62049
Dead Man's Letters (Pisma myortvogo cheloveka) (1986),Konstantin Lopushansky,Rolan Bykov,0091759,62063
Eagle Eye (2008),D.J. Caruso,"Shia LaBeouf, Billy Bob Thornton, Michelle Monaghan, Rosario Dawson, Michael Chiklis, Ethan Embry, William Sadler",1059786,62081
